t, contact_pattern_index, p_x_true, p_y_true, p_z_true, v_x_true, v_y_true, v_z_true, p_x_est, p_y_est, p_z_est, v_x_est, v_y_est, v_z_est, p_1x_est, p_1y_est, p_1z_est, p_2x_est, p_2y_est, p_2z_est, p_3x_est, p_3y_est, p_3z_est, p_4x_est, p_4y_est, p_4z_est, y_p_1x, y_p_1y, y_p_1z, y_p_2x, y_p_2y, y_p_2z, y_p_3x, y_p_3y, y_p_3z, y_p_4x, y_p_4y, y_p_4z, y_v_1x, y_v_1y, y_v_1z, y_v_2x, y_v_2y, y_v_2z, y_v_3x, y_v_3y, y_v_3z, y_v_4x, y_v_4y, y_v_4z, P_p_bx_std, P_p_by_std, P_p_bz_std, P_v_bx_std, P_v_by_std, P_v_bz_std, P_p_1x_std, P_p_1y_std, P_p_1z_std, P_p_2x_std, P_p_2y_std, P_p_2z_std, P_p_3x_std, P_p_3y_std, P_p_3z_std, P_p_4x_std, P_p_4y_std, P_p_4z_std, p_vpsp_x, p_vpsp_y, p_vpsp_z
23.492,0,4.886192380908336,-1.3362134785083,0.20522051240307043,-0.173403244450463,0.8740140387475261,-0.05943528875516961,3.986837,-1.320000,-5.860348,-0.514106,0.981445,-9.818186,3.874468,-1.311682,-6.046026,3.974315,-1.059350,-6.105358,4.016018,-1.513156,-6.030779,4.234497,-1.583544,-5.989044,0.040651,-0.003652,-0.146456,-0.160622,0.306923,-1.531237,0.000228,0.291398,-1.472035,0.101022,0.070338,-0.107548,-0.060119,-0.272038,9.820876,-0.452014,0.145696,11.839682,0.028475,0.195917,11.860914,0.215839,0.115753,9.776085,0.026131,0.000000,0.005044,0.005758,0.005758,0.005046,0.026521,0.026521,0.006788,0.026605,0.026605,0.007102,0.026605,0.026605,0.007102,0.026521,0.026521,0.006788,-0.07653198008152094,-0.033571817917243243,0.0
23.504,0,4.88405227893433,-1.3260574781078165,0.20557483821561107,-0.168523743414109,0.7729520004467592,0.0637434470135067,3.984474,-1.310890,-5.833218,-0.607233,0.931137,-9.901286,3.874385,-1.279388,-6.013809,3.988434,-1.032857,-6.029714,3.993558,-1.493211,-6.008782,4.221163,-1.574614,-6.001513,-0.004024,0.039529,-0.113380,0.013041,0.032335,-0.060667,-0.030854,0.024479,-0.125044,-0.020020,0.011327,-0.167319,0.107188,-0.156880,10.030894,-0.150233,-0.035762,10.030897,0.333314,-0.035635,10.025871,0.419499,0.204889,10.019672,0.026133,0.000000,0.005039,0.005741,0.005741,0.005035,0.026523,0.026523,0.006785,0.026526,0.026526,0.006795,0.026526,0.026526,0.006795,0.026523,0.026523,0.006785,-0.06938576405459757,-0.03652884943876648,0.0
23.517,3,4.881582933345579,-1.3172266774791723,0.20727963807764435,-0.20814548381153358,0.6656612149512926,0.17020458100365718,3.978763,-1.302430,-5.838449,-0.646749,0.886368,-10.048112,3.874941,-1.280013,-5.919934,3.944474,-1.019312,-6.008584,3.985499,-1.478221,-6.024784,4.221719,-1.575238,-5.907638,-0.044578,0.020344,-0.100650,-0.053731,0.017107,-0.088899,-0.010403,0.018850,-0.133714,-0.009005,0.069907,-0.171652,1.719134,-1.535498,9.976272,-0.200126,-0.085338,10.279298,0.276527,-0.029344,10.220048,0.955673,-2.390650,10.041730,0.026142,0.000000,0.005040,0.005744,0.005744,0.005037,9.999530,9.999530,9.999497,0.026532,0.026532,0.006786,0.026532,0.026532,0.006786,9.999530,9.999530,9.999497,-0.044315260683295055,-0.04053683525718107,0.0
23.529,3,4.8785799881677665,-1.3099254886872294,0.2100920187745485,-0.25359148221351785,0.5489413340660906,0.24603401277537795,3.972617,-1.293904,-5.844831,-0.670160,0.866936,-10.193638,3.875375,-1.280250,-5.826659,3.925749,-1.040273,-6.039295,3.983909,-1.496963,-6.012350,4.222152,-1.575475,-5.814363,-0.065072,0.007371,-0.179282,-0.023134,-0.025011,-0.151864,-0.002450,-0.022332,-0.099783,-0.014968,0.073720,-0.230471,1.469802,-1.678093,8.127565,-0.197001,-0.077043,10.341406,0.276153,-0.016741,10.261831,0.830323,-2.482754,8.307194,0.026152,0.000000,0.005040,0.005746,0.005746,0.005038,14.141436,14.141436,14.141412,0.026541,0.026541,0.006786,0.026541,0.026541,0.006786,14.141436,14.141436,14.141412,-0.022799928135629005,-0.04306844601247271,0.0
23.542,3,4.875304414411237,-1.3031377919340992,0.21202658286841755,-0.26132504000771656,0.5426402451697848,0.11558949817964702,3.968689,-1.284187,-5.852095,-0.557829,0.905395,-10.154219,3.877542,-1.279412,-5.734621,4.046913,-1.049513,-6.042165,3.954669,-1.496045,-6.019047,4.224319,-1.574638,-5.722325,-0.018563,0.079994,-0.293205,0.143582,-0.012187,-0.117828,-0.037972,0.000074,-0.122448,-0.074620,0.020377,-0.262672,1.517139,-2.012692,8.385225,0.063108,0.154819,10.141216,0.528740,0.030098,10.179618,0.794581,-2.475747,8.370327,0.026161,0.000000,0.005041,0.005749,0.005749,0.005040,17.319622,17.319622,17.319603,0.026550,0.026550,0.006786,0.026550,0.026550,0.006786,17.319622,17.319622,17.319603,-0.011088971457138726,-0.04473970188899868,0.0
23.554,3,4.872025128931688,-1.296309571866849,0.21220909286052064,-0.2612585773043098,0.545745450786154,-0.02295805369315463,3.962248,-1.275953,-5.858717,-0.430921,0.915239,-10.117038,3.876086,-1.280257,-5.643229,3.971065,-1.030302,-6.044062,3.996617,-1.487158,-6.033087,4.222863,-1.575482,-5.630932,-0.076209,0.050882,-0.357514,-0.089745,0.024241,-0.116969,0.052447,0.011780,-0.131627,-0.013790,0.133023,-0.375519,1.508885,-1.556193,8.383549,-0.426177,-0.111401,10.212753,0.054128,-0.056829,10.199610,1.089836,-2.203609,8.407701,0.026170,0.000000,0.005041,0.005751,0.005751,0.005042,19.998943,19.998943,19.998926,0.026560,0.026560,0.006787,0.026560,0.026560,0.006787,19.998943,19.998943,19.998926,-0.008709406154329052,-0.04621461618413106,0.0
23.567,3,4.868764371179564,-1.2894474685748338,0.21073082411542998,-0.2597306136106738,0.5483420884640366,-0.15486640140386082,3.956650,-1.267730,-5.864320,-0.321996,0.943023,-10.071814,3.874316,-1.281288,-5.552162,3.939608,-1.007261,-6.021288,3.964654,-1.464944,-6.064696,4.221094,-1.576513,-5.539866,-0.107743,0.085119,-0.398950,-0.035754,0.029106,-0.087924,-0.036364,0.028107,-0.153570,-0.056821,0.167582,-0.516378,1.147230,-1.358273,8.353343,-0.475016,-0.117662,10.417739,-0.002185,-0.078203,10.324375,0.544979,-2.106346,8.396787,0.026180,0.000000,0.005042,0.005754,0.005754,0.005043,22.359454,22.359454,22.359440,0.026569,0.026569,0.006787,0.026569,0.026569,0.006787,22.359454,22.359454,22.359440,-0.013858483806822038,-0.04748419068401566,0.0
23.579,3,4.8658802846637625,-1.2829538975253034,0.20858791884439037,-0.1982595786290239,0.48975836607182227,-0.1321523872514818,3.951660,-1.258064,-5.870500,-0.305602,0.870360,-10.128320,3.872541,-1.280713,-5.462460,3.996701,-1.025378,-6.048207,3.981664,-1.485887,-6.047856,4.219319,-1.575938,-5.450164,-0.082402,0.107866,-0.536756,0.071158,-0.022594,-0.147276,0.022773,-0.026006,-0.094455,-0.047079,0.146089,-0.525120,0.914357,-1.898380,9.041520,-0.413067,0.058741,10.164602,0.069469,0.037329,10.187910,0.955921,-2.196060,9.050275,0.026189,0.000000,0.005043,0.005756,0.005756,0.005045,24.493501,24.493501,24.493488,0.026578,0.026578,0.006788,0.026578,0.026578,0.006788,24.493501,24.493501,24.493488,-0.02418842978302313,-0.048496828136706305,0.0
23.592,3,4.863297137430157,-1.2768101058002872,0.20801640328293924,-0.21714397253315976,0.47257942888677307,0.02511046982761503,3.947115,-1.249041,-5.877088,-0.458134,0.836381,-10.194186,3.871849,-1.280247,-5.373453,3.985878,-1.037676,-6.072297,3.990953,-1.497597,-6.037678,4.218628,-1.575471,-5.361157,-0.104831,0.105015,-0.622189,-0.012186,-0.015437,-0.144109,0.012092,-0.014727,-0.102743,-0.045993,0.181060,-0.614476,1.101508,-1.854872,9.524659,-0.324307,0.037051,10.206386,0.159112,0.049223,10.205429,0.752904,-2.407950,9.574729,0.026198,0.000000,0.005043,0.005758,0.005758,0.005047,26.455939,26.455939,26.455926,0.026587,0.026587,0.006788,0.026587,0.026587,0.006788,26.455939,26.455939,26.455926,-0.03753420031550528,-0.0489768965781872,0.0
23.604,3,4.860289890688037,-1.2703922021999206,0.20928045613215784,-0.2403701793154929,0.523551286740201,0.13784216580749425,3.943290,-1.239882,-5.883489,-0.587602,0.821096,-10.221197,3.873173,-1.279423,-5.284744,4.006464,-1.018192,-6.053431,3.969363,-1.476938,-6.072565,4.219952,-1.574647,-5.272448,-0.105917,0.158613,-0.698398,0.023152,0.022464,-0.093046,-0.027760,0.023883,-0.157932,-0.072569,0.195170,-0.729247,1.145547,-1.789118,9.811890,-0.083200,0.140875,10.380081,0.398227,0.095611,10.375323,1.060208,-2.145219,9.788565,0.026208,0.000000,0.005044,0.005761,0.005761,0.005048,28.282509,28.282509,28.282497,0.026596,0.026596,0.006789,0.026596,0.026596,0.006789,28.282509,28.282509,28.282497,-0.05228126878357288,-0.04883988212091747,0.0
23.617,3,4.857120552489287,-1.2632345286992408,0.21135526503441573,-0.2540120194724655,0.5894360043439092,0.16728909025317268,3.940378,-1.230060,-5.889771,-0.646472,0.791163,-10.186476,3.876224,-1.277772,-5.196842,4.020441,-1.023250,-6.062632,3.924818,-1.473555,-6.083083,4.223003,-1.572996,-5.184546,-0.108258,0.197612,-0.777786,0.012930,-0.008235,-0.127023,-0.057712,0.001954,-0.128614,-0.107505,0.194740,-0.839403,1.080930,-1.845394,10.172260,0.116782,0.251141,10.393608,0.585822,0.143254,10.346645,0.643980,-2.295344,10.179364,0.026217,0.000000,0.005044,0.005763,0.005763,0.005050,29.998037,29.998037,29.998026,0.026606,0.026606,0.006789,0.026606,0.026606,0.006789,29.998037,29.998037,29.998026,-0.06732791915064607,-0.04833763482215636,0.0
23.629,3,4.853846080354043,-1.2553941159944357,0.21347129685984617,-0.2613153554796625,0.6400780064645658,0.1560753217390503,3.934585,-1.221571,-5.895893,-0.669593,0.795969,-10.152194,3.876955,-1.277257,-5.109970,3.948121,-1.032505,-6.091466,3.968417,-1.489577,-6.067737,4.223734,-1.572479,-5.097676,-0.171583,0.137245,-0.865049,-0.088250,-0.011842,-0.150498,0.051676,-0.020010,-0.097167,-0.097457,0.263337,-0.944167,1.691201,-1.471177,10.551067,-0.161971,0.028904,10.332252,0.310197,0.070204,10.236366,1.798632,-1.746739,10.555060,0.026226,0.000000,0.005045,0.005765,0.005765,0.005051,31.620598,31.620598,31.620587,0.026615,0.026615,0.006789,0.026615,0.026615,0.006789,31.620598,31.620598,31.620587,-0.08177239718729389,-0.047350211400838366,0.0
23.642,3,4.850447782099106,-1.2470088601645943,0.21544760369659757,-0.27034536566345924,0.6770536267269301,0.14187491798584825,3.930354,-1.212937,-5.900991,-0.687402,0.810379,-10.127058,3.879309,-1.276698,-5.023354,3.986060,-0.994946,-6.051862,3.939723,-1.444261,-6.127169,4.226089,-1.571920,-5.011061,-0.154833,0.222444,-0.943006,0.042707,0.044609,-0.068767,-0.037726,0.053972,-0.188315,-0.123363,0.284632,-1.055733,1.244367,-2.010025,10.754164,0.053341,0.132378,10.516316,0.529628,0.085891,10.446800,1.471346,-2.202106,10.681849,0.026236,0.000000,0.005046,0.005767,0.005767,0.005052,33.163837,33.163837,33.163827,0.026624,0.026624,0.006790,0.026624,0.026624,0.006790,33.163837,33.163837,33.163827,-0.09450330243624883,-0.04600444304433211,0.0
23.654,3,4.846947914877165,-1.2381935123535466,0.21729093262246416,-0.2781595573843818,0.7065083581403087,0.12968246707907344,3.924606,-1.203963,-5.906738,-0.689942,0.816623,-10.105092,3.880350,-1.275927,-4.938334,3.987995,-1.016171,-6.083702,3.986927,-1.475711,-6.091049,4.227131,-1.571148,-4.926041,-0.176886,0.189132,-1.105070,0.000958,-0.026637,-0.153936,0.055602,-0.038978,-0.071900,-0.112030,0.299052,-1.117645,1.341949,-1.744246,11.434927,-0.089298,0.062247,10.189846,0.394132,0.073425,10.186149,1.765764,-1.791830,11.432531,0.026245,0.000000,0.005046,0.005769,0.005769,0.005054,34.638356,34.638356,34.638346,0.026633,0.026633,0.006790,0.026633,0.026633,0.006790,34.638356,34.638356,34.638346,-0.10386874022316868,-0.04402138117761175,0.0
23.667,3,4.84331024156027,-1.229113622051089,0.21891926200573042,-0.2901462828018965,0.7259954476184375,0.10977475639193518,3.919470,-1.195055,-5.912127,-0.692609,0.840137,-10.102480,3.881962,-1.275358,-4.853974,4.000604,-1.013459,-6.083854,3.986209,-1.474251,-6.101231,4.228744,-1.570577,-4.841682,-0.188403,0.220085,-1.208613,0.013072,0.002520,-0.115969,-0.003016,0.001008,-0.128077,-0.128437,0.317569,-1.223418,1.988008,-1.419884,11.743911,-0.036497,0.079884,10.222804,0.446782,0.064177,10.228954,1.605347,-2.000300,11.714335,0.026254,0.000000,0.005047,0.005771,0.005771,0.005055,36.052584,36.052584,36.052575,0.026642,0.026642,0.006791,0.026642,0.026642,0.006791,36.052584,36.052584,36.052575,-0.10760365823225779,-0.04037274769135124,0.0
23.679,3,4.839500105394088,-1.2198463891350835,0.2203710715128206,-0.3037162825993101,0.7353021028097806,0.09940528770680618,3.915790,-1.185902,-5.916805,-0.697781,0.856481,-10.098328,3.884912,-1.274749,-4.769924,4.004691,-1.000866,-6.076584,3.935684,-1.451466,-6.141822,4.231694,-1.569967,-4.757632,-0.193129,0.285227,-1.264926,0.000974,0.014390,-0.107831,-0.064947,0.026692,-0.165604,-0.169077,0.343248,-1.356079,0.968972,-2.378027,11.734393,0.106209,0.129112,10.429635,0.580732,0.056509,10.371331,1.546853,-2.406433,11.674462,0.026264,0.000000,0.005047,0.005773,0.005773,0.005057,37.413356,37.413356,37.413347,0.026652,0.026652,0.006791,0.026652,0.026652,0.006791,37.413356,37.413356,37.413347,-0.10316115121767405,-0.03730354299176053,0.0
23.692,3,4.835515493238704,-1.2106223369808273,0.2218802518361907,-0.31797862032409774,0.7300889238901499,0.10330383981815981,3.910302,-1.176907,-5.922128,-0.715413,0.875435,-10.112361,3.886322,-1.274445,-4.687190,4.000848,-1.012052,-6.095334,3.986448,-1.471875,-6.111437,4.233105,-1.569662,-4.674899,-0.213554,0.246121,-1.428879,-0.006548,-0.013908,-0.138516,0.059368,-0.025040,-0.079205,-0.158208,0.361556,-1.438146,0.915237,-2.145458,12.179694,-0.041536,0.022109,10.206093,0.441995,0.021323,10.212475,1.761750,-1.888159,12.194164,0.026273,0.000000,0.005048,0.005776,0.005776,0.005058,38.726305,38.726305,38.726297,0.026661,0.026661,0.006792,0.026661,0.026661,0.006792,38.726305,38.726305,38.726297,-0.08843871585450536,-0.03381632243502597,0.0
23.704,0,4.831364433938268,-1.2014049047604938,0.22338466038001148,-0.33148270911190225,0.7309081321750649,0.10243440093526121,3.906999,-1.166035,-5.889440,-0.728383,0.890122,-10.067924,3.626048,-1.103729,-6.065441,3.953366,-1.048740,-6.102298,4.003641,-1.497578,-6.023177,4.044449,-1.235808,-6.104595,-0.264205,0.168665,-1.512608,-0.062053,-0.046760,-0.170208,0.016017,-0.033499,-0.055263,-0.192587,0.331802,-1.564054,0.267830,0.060783,12.237854,-0.138126,-0.099959,10.176490,0.333865,-0.050610,10.083579,0.388380,0.487953,12.112248,0.026275,0.000000,0.005044,0.005758,0.005758,0.005046,0.026746,0.026746,0.007102,0.026663,0.026663,0.006788,0.026663,0.026663,0.006788,0.026746,0.026746,0.007102,-0.07978586291303205,-0.02988808789828154,0.0
23.717,0,4.82695762638711,-1.192104332677391,0.22483866804412317,-0.3532479797017617,0.735277978809387,0.09928983772938445,3.904372,-1.158064,-5.862043,-0.748737,0.895852,-10.031541,3.680822,-0.993974,-6.015663,4.006225,-1.008566,-6.031898,3.961641,-1.460462,-6.072857,4.062791,-1.205587,-6.058366,0.060005,0.132859,-0.094320,0.058051,0.049655,-0.069916,-0.056455,0.045963,-0.214865,0.016287,0.037418,-0.098578,0.090538,-0.257301,10.288273,0.119892,0.080065,10.337818,0.598957,0.017770,10.316389,0.330761,0.133036,10.340369,0.026277,0.000000,0.005039,0.005741,0.005741,0.005035,0.026667,0.026667,0.006795,0.026664,0.026664,0.006785,0.026664,0.026664,0.006785,0.026667,0.026667,0.006795,-0.07199739702687699,-0.025736825705351754,0.0
23.729,1,4.822225542149213,-1.1827735780062776,0.22627148236191486,-0.3795264283782579,0.7366361014071718,0.09822618028627182,3.898651,-1.149654,-5.867799,-0.760936,0.920642,-10.047118,3.672819,-1.005947,-6.025790,4.008043,-1.009235,-5.937901,3.963459,-1.461130,-5.978860,4.052761,-1.225053,-6.063112,-0.011869,-0.013637,-0.126770,-0.031329,0.000097,-0.142703,-0.023682,-0.005957,-0.090152,-0.014316,-0.022680,-0.120276,0.084774,-0.291510,10.198898,1.952001,-1.911773,10.029749,1.109974,-2.054643,10.120727,0.311824,0.108857,10.168277,0.026286,0.000000,0.005040,0.005744,0.005744,0.005037,0.026674,0.026674,0.006786,9.999531,9.999531,9.999497,9.999531,9.999531,9.999497,0.026674,0.026674,0.006786,-0.04579674439732016,-0.021873030520048888,0.0
23.742,1,4.817470066651641,-1.173556435843611,0.22651009883707027,-0.37723822842385385,0.7323579454303176,-0.012425132157982272,3.892492,-1.141439,-5.873412,-0.682844,0.962175,-10.006703,3.663184,-1.012071,-6.025735,4.009090,-1.010419,-5.844788,3.964506,-1.462315,-5.885746,4.043759,-1.228517,-6.073470,-0.012913,-0.005941,-0.114517,-0.060807,0.019194,-0.224041,-0.032239,0.014816,-0.168391,-0.012149,-0.002731,-0.127087,0.000613,-0.342002,10.180972,1.697858,-1.911715,7.872943,0.756338,-2.143758,8.017058,0.220744,0.061068,10.137839,0.026295,0.000000,0.005040,0.005746,0.005746,0.005038,0.026683,0.026683,0.006786,14.141436,14.141436,14.141412,14.141436,14.141436,14.141412,0.026683,0.026683,0.006786,-0.023036153173057752,-0.016982800171594085,0.0
23.754,1,4.812699601464403,-1.1643415881021146,0.22515515054343305,-0.37888518120360276,0.7300789915955981,-0.1374412127162421,3.886469,-1.133550,-5.878384,-0.600107,1.045484,-9.969051,3.653754,-1.003743,-6.012260,4.009473,-1.012525,-5.752330,3.964890,-1.464420,-5.793289,4.031367,-1.215621,-6.091792,-0.011857,0.012653,-0.098621,-0.087956,0.051866,-0.290638,-0.045794,0.049901,-0.270536,-0.015432,0.018167,-0.137003,-0.075812,-0.435103,10.225945,1.498662,-1.830699,7.811475,0.590518,-2.069145,7.983809,0.142550,-0.029549,10.200885,0.026305,0.000000,0.005041,0.005749,0.005749,0.005040,0.026692,0.026692,0.006786,17.319622,17.319622,17.319603,17.319622,17.319622,17.319603,0.026692,0.026692,0.006786,-0.010187220467770208,-0.013103171440916238,0.0
23.767,1,4.8078472511871775,-1.1559308154722683,0.22363673995895197,-0.3981341348880971,0.6506410335235601,-0.11802575890912204,3.881261,-1.124525,-5.883838,-0.596128,1.071370,-10.047451,3.662925,-1.018423,-6.041163,4.010224,-1.014041,-5.661028,3.965641,-1.465936,-5.701986,4.027254,-1.262085,-6.076350,0.010135,-0.015835,-0.149440,-0.086522,0.035290,-0.402653,-0.066598,0.040488,-0.286446,-0.005899,-0.054201,-0.095910,-0.034507,-0.393797,10.145461,1.263721,-2.483139,8.378458,0.587183,-2.489223,8.502255,0.214075,-0.019518,10.041031,0.026314,0.000000,0.005041,0.005751,0.005751,0.005042,0.026701,0.026701,0.006787,19.998943,19.998943,19.998926,19.998943,19.998943,19.998926,0.026701,0.026701,0.006787,-0.00682331421449546,-0.010635762051989857,0.0
23.779,1,4.802417862800318,-1.1476115796943636,0.22173074345847632,-0.4429729011596615,0.6663393725045996,-0.17354050571986773,3.875436,-1.116585,-5.888924,-0.579325,1.126013,-10.006309,3.667972,-0.994208,-6.037420,4.010274,-1.016981,-5.570097,3.965691,-1.468877,-5.611056,4.044466,-1.214729,-6.094842,0.006028,0.032916,-0.110703,-0.103844,0.098016,-0.434632,-0.044935,0.099849,-0.439130,0.020713,0.060850,-0.137542,-0.096827,-0.508544,10.231664,1.563457,-1.953731,8.341173,0.805275,-2.087237,8.410126,0.130913,-0.107659,10.246150,0.026323,0.000000,0.005042,0.005754,0.005754,0.005043,0.026710,0.026710,0.006787,22.359455,22.359455,22.359440,22.359455,22.359455,22.359440,0.026710,0.026710,0.006787,-0.011147887793918287,-0.008755651733818263,0.0
23.792,1,4.796605451266188,-1.1391565440486238,0.21894954432821895,-0.46853288200220566,0.6761106514647532,-0.2517130918490997,3.870394,-1.107708,-5.893775,-0.528976,1.181946,-9.954435,3.680731,-0.979591,-6.047621,4.010752,-1.019532,-5.480262,3.966169,-1.471427,-5.521221,4.037991,-1.231555,-6.098257,0.014798,0.020866,-0.127255,-0.099464,0.109731,-0.526426,-0.077272,0.111007,-0.507956,-0.008420,-0.017089,-0.119064,-0.075442,-0.488414,10.143954,1.438293,-2.220675,8.662072,0.689641,-2.265328,8.733915,0.194377,-0.114325,10.137693,0.026332,0.000000,0.005043,0.005756,0.005756,0.005045,0.026719,0.026719,0.006788,24.493501,24.493501,24.493488,24.493501,24.493501,24.493488,0.026719,0.026719,0.006788,-0.020790315578757587,-0.0075063078854925615,0.0
23.804,1,4.790622454912255,-1.1306539656634247,0.21502542651398163,-0.4789068180387876,0.6790905328970832,-0.3492936725061488,3.864342,-1.099014,-5.898817,-0.451254,1.230045,-9.908330,3.664321,-1.036934,-6.064646,4.009657,-1.022732,-5.391916,3.965074,-1.474628,-5.432873,4.043890,-1.258559,-6.079957,-0.018417,-0.065146,-0.134667,-0.149537,0.103162,-0.659357,-0.052930,0.115530,-0.531585,0.008512,-0.028525,-0.092026,-0.242235,-0.617528,9.964374,1.623628,-2.287359,9.181389,0.894668,-2.414107,9.311223,-0.027640,-0.225493,9.850175,0.026342,0.000000,0.005043,0.005758,0.005758,0.005047,0.026728,0.026728,0.006788,26.455939,26.455939,26.455926,26.455939,26.455939,26.455926,0.026728,0.026728,0.006788,-0.03355146815021806,-0.006611362549363651,0.0
23.817,1,4.784831427415021,-1.1223646137357484,0.21125880471530292,-0.435458296368157,0.651893288988939,-0.2254735305902439,3.857857,-1.091316,-5.902904,-0.482195,1.138356,-10.007517,3.683577,-0.987824,-6.067224,4.007941,-1.026641,-5.303354,3.963359,-1.478537,-5.344312,4.083070,-1.170245,-6.092500,0.025442,0.064293,-0.118708,-0.167591,0.168328,-0.653580,-0.023550,0.191576,-0.715016,0.049493,0.111618,-0.130737,-0.266195,-0.602696,10.203875,1.716583,-1.898081,9.512507,1.202376,-1.927538,9.484961,-0.084494,-0.192899,10.312661,0.026351,0.000000,0.005044,0.005761,0.005761,0.005048,0.026738,0.026738,0.006789,28.282509,28.282509,28.282497,28.282509,28.282509,28.282497,0.026738,0.026738,0.006789,-0.0477869351378582,-0.005998906577060967,0.0
23.829,1,4.780168584400427,-1.1142516939091753,0.21049869313501846,-0.3390480297036969,0.6505713956680099,0.007556064562425649,3.853517,-1.081329,-5.907674,-0.547539,0.922520,-10.119529,3.657979,-0.990281,-6.047374,4.008696,-1.026938,-5.215344,3.964115,-1.478833,-5.256302,4.022188,-1.221687,-6.127235,-0.031877,-0.002581,-0.092087,-0.178817,0.171302,-0.794738,-0.098666,0.175106,-0.769756,-0.074468,-0.061712,-0.157976,-0.074967,-0.256203,10.375363,1.854836,-1.797261,9.878603,0.871485,-2.073305,10.114485,0.170265,0.130793,10.321708,0.026360,0.000000,0.005044,0.005763,0.005763,0.005050,0.026747,0.026747,0.006789,29.998037,29.998037,29.998026,29.998037,29.998037,29.998026,0.026747,0.026747,0.006789,-0.06237795393579334,-0.005471318917502334,0.0
23.842,1,4.775630146309293,-1.1056930378242538,0.21130403207335494,-0.36330974757747087,0.6833558727127763,0.06796676034267374,3.849299,-1.072264,-5.913024,-0.629169,0.907486,-10.133871,3.704624,-0.955524,-6.076775,4.010243,-1.027015,-5.128162,3.965663,-1.478910,-5.169120,4.045123,-1.230509,-6.113258,0.054291,0.042058,-0.151601,-0.141033,0.201755,-0.865823,-0.102877,0.207592,-0.885558,0.025669,-0.010546,-0.099239,0.073745,-0.170914,10.308208,1.424593,-2.195214,10.516914,0.821506,-2.137500,10.504952,0.370329,0.177757,10.365215,0.026370,0.000000,0.005045,0.005765,0.005765,0.005051,0.026756,0.026756,0.006789,31.620598,31.620598,31.620587,31.620598,31.620598,31.620587,0.026756,0.026756,0.006789,-0.07642055716101419,-0.005067233887168506,0.0
23.854,1,4.770812147561458,-1.0968845205267501,0.2122330294469576,-0.3881423563222449,0.7052209074916282,0.05660980208205392,3.844198,-1.063611,-5.918456,-0.653546,0.929963,-10.119664,3.709917,-0.963425,-6.093208,4.011453,-1.027505,-5.041916,3.966873,-1.479400,-5.082874,4.067239,-1.219822,-6.106670,0.004800,-0.008891,-0.135849,-0.179089,0.222169,-0.971385,-0.086732,0.228935,-0.979801,0.025108,0.013546,-0.108060,0.030536,-0.246352,10.256193,1.600081,-2.133815,10.983511,0.934208,-2.176573,10.939954,0.291849,0.129155,10.315305,0.026379,0.000000,0.005046,0.005767,0.005767,0.005052,0.026765,0.026765,0.006790,33.163837,33.163837,33.163827,33.163837,33.163837,33.163827,0.026765,0.026765,0.006790,-0.0888133012520527,-0.004845873029535076,0.0
23.867,1,4.765724716812489,-1.0878817370831284,0.2128192364929788,-0.41020285325322614,0.7202828541281611,0.02502922704520796,3.839426,-1.054498,-5.924602,-0.659299,0.958714,-10.103710,3.700487,-1.019455,-6.110019,4.013092,-1.027805,-4.957243,3.968514,-1.479700,-4.998199,4.055367,-1.275590,-6.067883,-0.013551,-0.067235,-0.135254,-0.205683,0.192677,-1.157964,-0.110095,0.210313,-1.016308,-0.016499,-0.066918,-0.068142,0.054535,-0.273811,10.045197,2.236943,-1.431099,11.539570,1.172640,-1.700295,11.621357,0.326462,0.087909,9.955765,0.026388,0.000000,0.005046,0.005769,0.005769,0.005054,0.026774,0.026774,0.006790,34.638356,34.638356,34.638346,34.638356,34.638356,34.638346,0.026774,0.026774,0.006790,-0.09792093362446039,-0.004393425265898875,0.0
23.879,1,4.760411742565748,-1.0787178194232339,0.21299558989451317,-0.42599609540154826,0.7328281495530122,-0.006001349948256702,3.835339,-1.045392,-5.930515,-0.656429,0.986666,-10.098277,3.677685,-1.026748,-6.099115,4.015353,-1.028367,-4.873309,3.970776,-1.480262,-4.914263,4.014408,-1.308958,-6.074247,-0.030538,-0.008052,-0.101955,-0.225860,0.204196,-1.275601,-0.152733,0.221608,-1.110990,-0.052456,-0.039527,-0.122798,0.103341,-0.253081,10.078297,1.212373,-2.027046,12.040034,1.275518,-1.647028,11.914888,0.391648,0.073093,9.925740,0.026397,0.000000,0.005047,0.005771,0.005771,0.005055,0.026783,0.026783,0.006791,36.052584,36.052584,36.052575,36.052584,36.052584,36.052575,0.026783,0.026783,0.006791,-0.10149512125923844,-0.005462293233596829,0.0
